question_id,question_de,question_en,row_count,survey_ids,sample_answer_values,answer_options_en,answer_options_de,n_answer_options,duplicate_count
147559,Wie häufig treibst Du Sport?,How often do you do sports?,2,[2865],['Selten'],['Rarely'],['Selten'],1,39
147560,Wie lauten Deine aktuellen Blutdruckwerte?,What is your current blood pressure?,2,[2865],['Normal - Zwischen 90/60 - 140/90'],['Normal - Between 90/60 - 140/90'],['Normal - Zwischen 90/60 - 140/90'],1,18
147561,Trifft eine der folgenden Konditionen auf Dich zu?,Do you suffer from any of the following conditions?,2,[2865],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,67
147564,"Leidest Du unter einer der folgenden Erkrankungen? Bitte antworte ehrlich, da diese Angaben für den ärztlichen Check wichtig sind.","Do you suffer from any of the following illnesses? Please answer honestly, as this information is important for the Medical check.",2,[2865],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,17
147566,Ist eine der folgenden Erkrankungen schon einmal bei Dir aufgetreten (in der Vergangenheit oder aktuell)?,Have you ever had any of the following illnesses (in the past or currently)?,2,[2865],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,17
147569,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,2,[2865],['Nein'],['No'],['Nein'],1,60
147571,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,2,[2865],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,47
147575,"Für die Prüfung Deiner Anfrage benötigt das Ärzteteam ein Ganzkörperfoto. Lade es jetzt oder später hoch – wir erinnern Dich per E-Mail. Das Foto muss folgende Kriterien erfüllen: - INFOBOX: Tipp: Nutze einen Ganzkörperspiegel, damit alle Körperbereiche sichtbar sind. Deine Daten werden vertraulich behandelt, entsprechend den gesetzlichen Bestimmungen gespeichert und sind nur dem behandelnden Arzt zugänglich. Bei Fragen wende Dich bitte an kontakt@golighter.de","The Medical Team needs a full body photo to check your enquiry. Upload it now or later - we will remind you by e-mail. The photo must fulfil the following criteria:  INFOBOX: Tip: Use a full-length mirror so that all parts of your body are visible. Your data will be treated confidentially, stored in accordance with legal requirements and will only be accessible to the Doctor treating you. If you have any questions, please contact kontakt@golighter.de",2,[2865],"['dXAdkbRuW2Rbk7hKna7scWdM', 'Ut1W9woMEdrZru1kd7F3SkP9']",[],[],0,9
147576,"Zusätzlich benötigt das Ärzteteam ein Foto der Seite Deines Personalausweises (oder Reisepasses), auf der Dein Geburtsdatum und Dein Foto zu sehen sind. Lade es jetzt oder später hoch – wir erinnern Dich per E-Mail. - INFOBOX: Deine Daten werden vertraulich behandelt, entsprechend den gesetzlichen Bestimmungen gespeichert und sind nur dem behandelnden Arzt zugänglich. Bei Fragen wende Dich bitte an kontakt@golighter.de","In addition, the Medical Team will need a photo of the page of your ID card (or passport) showing your date of birth and photo. Upload it now or later - we will remind you by e-mail. - INFOBOX: Your data will be treated confidentially, stored in accordance with legal requirements and will only be accessible to the Doctor treating you. If you have any questions, please contact kontakt@golighter.de",2,[2865],"['WSNPXYmGw2yTQnA3bPqTAkYz', 'kTZXk9r3oJ7TZVaH7Rxn6EMd']",[],[],0,9
147577,"Bitte bestätige folgende Angaben:  - Wenn Du ein oder beide Fotos noch nicht hochgeladen hast, lade sie bitte nach Abschluss Deiner Anfrage über den Link in der Reminder-E-Mail hoch. Ohne Foto(s) kann das Ärzteteam Deine Anfrage nicht prüfen.  - Du bist darüber informiert, dass GLP-1-Medikamente die Wirksamkeit der Pille beeinträchtigen können. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z. B. ein Kondom. Mehr Infos zu Verhütung, Kinderwunsch oder Schwangerschaft unten in der Infobox.  - Du hast bereits versucht, Dein Übergewicht durch eine Kombination aus Bewegung, Ernährung und Verhaltensänderungen zu reduzieren.  - Du hast alle Fragen wahrheitsgemäß beantwortet. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung.  INFOBOX: ""Ist diese Behandlung sicher? Die eingesetzten Wirkstoffe Semaglutid, Liraglutid und Tirzepatid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu unerwünschten Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.   Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome sind kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche. Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   -GLP-1 Medikamente wie Wegovy, Saxenda und Mounjaro können durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du die GLP-1 Mediaktion absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.  Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald du das Medikament anwendest.","Please confirm the following details:  - If you have not yet uploaded one or both photos, please upload them via the link in the reminder email once you have completed your enquiry. Without photo(s), the Medical Team will not be able to review your enquiry.  - You have been informed that GLP-1 medication can impair the effectiveness of the pill and that we therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, the desire to have children and pregnancy in the info box below.  - You have already tried to reduce your excess weight through a combination of exercise, diet and behavioural changes.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. INFOBOX: ""Is this treatment safe? The active ingredients Semaglutide, Liraglutide and Tirzepatid have been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately.   -GLP-1 medication such as Wegovy, Saxenda and Mounjaro can reduce the effectiveness of the pill due to delayed gastric emptying, which could lead to an unplanned pregnancy. Therefore, a non-oral contraceptive method such as a condom is recommended for the first 4 weeks and when increasing the dose.    -GLP-1 medication promote weight loss, which can increase fertility. If you are trying to conceive, weight loss may be useful beforehand. However, once you are actively trying to conceive, pregnant or breastfeeding, you should discontinue GLP-1 medication as healthy weight gain is necessary and the effects on the baby are unclear.   In case of side effects or uncertainties, our Doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication. INFOBOX: ""Is this treatment safe? The active ingredients Semaglutide, Liraglutide and Tirzepatid have been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately.   -GLP-1 medication such as Wegovy, Saxenda and Mounjaro can reduce the effectiveness of the pill due to delayed gastric emptying, which could lead to an unplanned pregnancy. Therefore, a non-oral contraceptive method such as a condom is recommended for the first 4 weeks and when increasing the dose.    -GLP-1 medication promote weight loss, which can increase fertility. If you are trying to conceive, weight loss may be useful beforehand. However, once you are actively trying to conceive, pregnant or breastfeeding, you should discontinue GLP-1 medication as healthy weight gain is necessary and the effects on the baby are unclear.   In case of side effects or uncertainties, our doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication.",2,[2865],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,11
147582,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für Wegovy® prüfen können. * Die Wegovy Behandlung ist ab einem BMI von min. 27 geeignet.",Please enter your height and weight so that we can calculate your BMI* and check your suitability for Wegovy®. The Wegovy treatment is suitable from a BMI of min. 27.,1,[2866],"['{""bmi"":31.462672275229988,""height"":171,""weight"":92}']",[],[],0,19
147583,Der Wirkstoff Semaglutid hat sich in Studien als wirksam und gut verträglich erwiesen. Wie bei jedem Medikament können jedoch Nebenwirkungen auftreten. Ist bei Dir in der Vergangenheit eine der folgenden Nebenwirkungen aufgetreten?,"The active ingredient semaglutide has proven to be effective and well tolerated in studies. However, as with any medication, side effects can occur. Have you experienced any of the following side effects in the past?",1,[2866],"['[""Keine der genannten Nebenwirkungen""]']",['None of the listed side effects'],['Keine der genannten Nebenwirkungen'],1,10
147585,Wie lauten Deine aktuellen Blutdruckwerte?,What are your current blood pressure readings?,1,[2866],['Normal - Zwischen 90/60 - 140/90'],['Normal 90/60 - 140/90'],['Normal - Zwischen 90/60 - 140/90'],1,60
147586,Hast Du in der Vergangenheit Medikamente mit dem Wirkstoff Liraglutid oder Semaglutid gegen Übergewicht verwendet?,Have you used medications with the active ingredient liraglutide or semaglutide for obesity in the past?,1,[2866],"['Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']","['Yes,       I lost less than 4% body weight in 3 months with it']","['Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']",1,25
147588,Aufgrund Deines BMI bist Du für Wegovy geeignet. Wie lange hast Du schon Gewichtsprobleme?,Your BMI makes you suitable for Wegovy. How long have you had weight problems?,1,[2866],['Mehr als 5 Jahre'],['More than 5 years'],['Mehr als 5 Jahre'],1,20
147589,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,1,[2866],['Nein'],['No'],['Nein'],1,60
147592,Hast Du in der Vergangenheit andere Maßnahmen für eine Gewichtsabnahme ergriffen?,Have you taken other weight loss measures in the past?,2,[2866],"['[""Diät - eigene Diät oder ein Programm"",""Sport""]']","['Diet - own diet or a program', 'Exercise']","['Diät - eigene Diät oder ein Programm', 'Sport']",2,41
147634,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,1,[2866],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,47
147636,Trifft eine der folgenden Konditionen auf Dich zu?,Do you suffer from any of the following conditions?,1,[2866],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,67
147638,Leidest Du unter einer der folgenden Erkrankungen?,Do you suffer from any of the following conditions?,1,[2866],['Keine der genannten'],['None of the above'],['Keine der genannten'],1,67
147640,Ist eine der folgenden Erkrankungen schon einmal bei Dir aufgetreten (in der Vergangenheit oder aktuell)?,Have you ever had any of the following conditions (past or present)?,1,[2866],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,25
147643,"Für die Prüfung Deiner Anfrage benötigt das Ärzteteam: - 1 Ganzkörperfoto  - 1 Foto Deines Personalausweises / Reisepasses (Seite mit Geburtsdatum & Foto)  Lade die Fotos jetzt oder später hoch – wir erinnern Dich per E-Mail. Für die Prüfung Deiner Anfrage benötigt das Ärzteteam: - 1 Ganzkörperfoto. - 1 Foto Deines Personalausweises / Reisepasses (Seite mit Geburtsdatum & Foto). Lade die Fotos jetzt oder später hoch – wir erinnern Dich per E-Mail. Deine Daten werden vertraulich behandelt, entsprechend den gesetzlichen Bestimmungen gespeichert und sind nur Dir und dem behandelnden Arzt zugänglich. Bei Fragen wende Dich bitte an kontakt@golighter.de","To check your enquiry, the Medical Team needs - 1 full body photo. - 1 photo of your identity card / passport (page with date of birth & photo). Upload the photos now or later - we will remind you by e-mail. Your data will be treated confidentially, stored in accordance with legal requirements and will only be accessible to you and the Doctor treating you. If you have any questions, please contact kontakt@golighter.de",1,[2866],['Später hochladen'],['Upload photo later'],['Später hochladen'],1,16
147645,"Lade bitte 1 Ganzkörperfoto hoch, das folgende Kriterien erfüllt. Tipp: Nutze einen Ganzkörperspiegel, damit alle Körperbereiche sichtbar sind.  Deine Fotos bleiben vertraulich und sind nur Dir und dem behandelnden Arzt zugänglich.",Please upload 1 full-body photo that fulfils the following criteria. Tip: Use a full-length mirror so that all parts of your body are visible.  Your photos will remain confidential and will only be accessible to you and the Doctor treating you.,1,[2866],['kCigYgv4XYrbkxZXmXYFSeUk'],[],[],0,16
147647,Bitte lade jetzt ein Foto der Vorderseite Deines Personalausweises (oder Reisepasses) hoch. Deine Fotos werden vertraulich behandelt und sind nur für Dich und den behandelnden Arzt sichtbar.,Please upload a photo of the front of your identity card (or passport). Your photos will be treated confidentially and will only be visible to you and the Doctor treating you.,1,[2866],['hs8jUwsfy2me4rZootMzVjGy'],[],[],0,26
147649,"Vielen Dank für Deine Angaben! Bitte bestätige, dass:  - Du darüber informiert bist, dass Wegovy™ die Wirksamkeit der Pille beeinträchtigen kann. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z. B. ein Kondom. Mehr Infos zur Verhütung, Kinderwunsch und Schwangerschaft unten in der Infobox.  - Du nach dem Check-out ein Ganzkörperbild von Dir hochlädst zur finalen ärztlichen Bewertung.  - Du bereits über eine Kombination aus Bewegung, Ernährung und Verhaltensänderung versuchst hast, gegen Dein Übergewicht anzuarbeiten.  - Du alle Fragen wahrheitsgemäß beantwortest hast. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung.  Ist diese Behandlung sicher? Der Wirkstoff Semaglutid wurde in Studien auf Wirksamkeit geprüft und ist grundsätzlich gut verträglich.  Mögliche Nebenwirkungen sind anfängliche Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.  Es kann zu einer Unterzuckerung kommen (Symptome: kalter Schweiß, blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit). Halte Traubenzucker bereit, um dem vorzubeugen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome: Schmerzen im Oberbauch, Übelkeit, Fieber). Bei Verdacht suche sofort ärztliche Hilfe auf.  - Wegovy™ kann durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.  - GLP-1-Medikamente wie Wegovy™ fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du Wegovy™ absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.   Bei Fragen oder Unsicherheiten ist unser Ärzteteam für Dich da. Informiere auch Deinen Hausarzt / Deine Hausärztin bei Anwendung.","Thank you for your details! Please confirm that:  - You are aware that Wegovy™ can affect the effectiveness of the pill. We therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, fertility and pregnancy in the info box below.  - You upload a full body photo of yourself after check-out for final medical assessment.  - You have already tried a combination of exercise, diet and behavioural changes to tackle your excess weight.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from false information. INFOBOX - Is this treatment safe? The active ingredient semaglutide has been tested for efficacy in studies and is generally well tolerated.  Possible side effects include initial gastrointestinal complaints, tiredness or sleep disorders.  Hypoglycaemia may occur (symptoms: cold sweat, pale skin, headaches, rapid heartbeat, nausea). Keep glucose to hand to prevent this.  An occasional side effect is pancreatitis (symptoms: pain in the upper abdomen, nausea, fever). If suspected, seek medical help immediately. - Wegovy™ can reduce the effectiveness of the pill due to delayed gastric emptying, which could lead to an unplanned pregnancy. Therefore, a non-oral contraceptive method such as a condom is recommended for the first 4 weeks and when increasing the dose.  - GLP-1 drugs such as Wegovy™ promote weight loss, which can increase fertility. If you are trying to conceive, weight loss may be useful beforehand. However, once you are actively trying to conceive, pregnant or breastfeeding, you should discontinue Wegovy™ as healthy weight gain is needed and the effects on the baby are unclear. If you have any questions or uncertainties, our Medical Team is here for you. Also inform your Family Doctor if you are using it.",1,[2866],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,4
147806,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für eine Gewichtsreduktion durch GLP-1 Medikation  (Wegovy, Saxenda, Mounjaro) prüfen können.","NOTE TO DOCTORS: This is a special Medical Questionnaire and only for patients who are already on GLP-1 medication on our platform, but want to switch to a different GLP-1 product. If the patient has no previous GLP-1 treatment, request should be declined due to the structure of the questionnaire. - QUESTION: Please enter your height and weight so that we can calculate your BMI* and check your suitability for weight loss with GLP-1 medication (Wegovy, Saxenda, Mounjaro).",1,[2869],"['{""bmi"":28.444444444444443,""height"":150,""weight"":64}']",[],[],0,4
147810,Aufgrund Deines BMI bist Du für GLP-1-Medikamente zur Gewichtsreduktion geeignet. Wie lange hast Du schon Gewichtsprobleme?,Your BMI makes you suitable for GLP-1 weight loss medication. How long have you had weight problems? *,1,[2869],['Seit der Kindheit oder Jugend'],['Since childhood or adolescence'],['Seit der Kindheit oder Jugend'],1,16
147812,"Hast Du in der Vergangenheit Medikamente mit dem Wirkstoff Liraglutid, Semaglutid oder Tirzepatid gegen Übergewicht verwendet?","Have you used medications with the active ingredient liraglutide, semaglutide or tirzepatide for obesity in the past?",1,[2869],"['Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']","['Yes,    I lost less than 4% body weight in 3 months with it']","['Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren']",1,17
147813,"Die Wirkstoffe Liraglutid, Semaglutid oder Tirzepatid haben sich in Studien als wirksam und allgemein gut verträglich erwiesen. Wie bei jedem anderen Medikament können jedoch während der Behandlung unerwünschte Nebenwirkungen auftreten. Wenn bei dir in der Vergangenheit eine der folgenden Nebenwirkungen aufgetreten ist, bitten wir dich, diese anzugeben, auch wenn sie der Grund für den Abbruch der Behandlung waren.","The active ingredients liraglutide, semaglutide, or tirzepatide have been shown to be effective and generally well tolerated in studies. However, as with any other medication, undesirable side effects may occur during treatment. If you have experienced any of the following side effects in the past, we kindly ask you to indicate them, even if they were the reason for discontinuing treatment.",1,[2869],"['Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.']",['I did not have severe side effects due to which I discontinued treatment.'],"['Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.']",1,14
147816,Hast Du in der Vergangenheit andere Maßnahmen für eine Gewichtsabnahme ergriffen?,Have you taken other weight loss measures in the past?,1,[2869],"['[""Sport""]']",['Exercise'],['Sport'],1,41
147818,Wie häufig treibst Du Sport?,How often do you do sports?,1,[2869],['Einmal pro Woche'],['Once a week'],['Einmal pro Woche'],1,39
147819,Wie lauten Deine aktuellen Blutdruckwerte?,What is your current blood pressure?,1,[2869],['Normal - Zwischen 90/60 - 140/90'],['Normal - Between 90/60 - 140/90'],['Normal - Zwischen 90/60 - 140/90'],1,18
147820,Trifft eine der folgenden Konditionen auf Dich zu?,Do you suffer from any of the following conditions?,1,[2869],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,67
147823,"Leidest Du unter einer der folgenden Erkrankungen? Bitte antworte ehrlich, da diese Angaben für den ärztlichen Check wichtig sind.","Do you suffer from any of the following illnesses? Please answer honestly, as this information is important for the Medical check.",1,[2869],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,17
147825,Ist eine der folgenden Erkrankungen schon einmal bei Dir aufgetreten (in der Vergangenheit oder aktuell)?,Have you ever had any of the following illnesses (in the past or currently)?,1,[2869],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,17
147828,Leidest Du unter weiteren Vorerkrankungen oder nimmst verschreibungspflichtige Medikamente ein?,Are you suffering from other pre-existing conditions or taking prescription medication?,1,[2869],['Nein'],['No'],['Nein'],1,60
147830,Nimmst Du aktuell eines der folgenden Medikamente ein?,Are you currently taking any of the following medications?,1,[2869],"['[""Keine der genannten""]']",['None of the above'],['Keine der genannten'],1,47
147834,"Bitte bestätige folgende Angaben: - Du bist darüber informiert, dass GLP-1-Medikamente die Wirksamkeit der Pille beeinträchtigen können. Daher empfehlen wir zur Verhütung eine nicht-orale Methode, wie z. B. ein Kondom. Mehr Infos zu Verhütung, Kinderwunsch oder Schwangerschaft unten in der Infobox.  - Du hast bereits versucht, Dein Übergewicht durch eine Kombination aus Bewegung, Ernährung und Verhaltensänderungen zu reduzieren.  - Du hast alle Fragen wahrheitsgemäß beantwortet. Für aus falschen Angaben resultierende Gesundheitsfolgen übernehmen wir keine Haftung.  INFOBOX: ""Ist diese Behandlung sicher? Die eingesetzten Wirkstoffe Semaglutid, Liraglutid und Tirzepatid wurde in Studien untersucht und in dessen Wirksamkeit belegt. Das Medikament ist grundsätzlich gut verträglich. Wie bei jedem Medikament kann es jedoch auch hier zu unerwünschten Nebenwirkungen kommen, darunter (anfängliche) Magen-Darm-Beschwerden, Müdigkeit oder Schlafstörungen.   Darüber hinaus kann es während der Anwendung zu einer Unterzuckerung kommen. Typische Symptome sind kalter Schweiß, kühle blasse Haut, Kopfschmerzen, schneller Herzschlag, Übelkeit oder Schwäche. Um solche Symptome vorzubeugen solltest Du stets ein Traubenzucker bei dir haben und bei ersten Symptomen einnehmen.  Eine gelegentliche Nebenwirkung ist eine Bauchspeicheldrüsenentzündung (Symptome sind Schmerzen oder Verhärtung des Oberbauches, Übelkeit und Fieber). In diesem Fall sollte sofort ein Arzt aufgesucht werden.   -GLP-1 Medikamente wie Wegovy, Saxenda und Mounjaro können durch die verzögerte Magenentleerung die Wirksamkeit der ‚Pille‘ verringern, wodurch eine ungeplante Schwangerschaft möglich wäre. Daher sind den ersten 4 Wochen und bei Dosiserhöhungen eine nicht-orale Verhütungsmethode wie z. B. Kondom zu empfehlen.    -GLP-1-Medikamente fördern die Gewichtsabnahme, was die Fruchtbarkeit steigern kann. Bei Kinderwunsch kann eine Gewichtsreduktion vorab sinnvoll sein. Sobald du jedoch aktiv versuchst, schwanger zu werden, schwanger bist oder stillst, solltest du die GLP-1 Mediaktion absetzen, da eine gesunde Gewichtszunahme nötig ist und die Auswirkungen auf das Baby unklar sind.  Bei Nebenwirkungen oder Unsicherheiten sind unsere Ärzt:innen für Dich da. Bitte informiere zusätzlich Deine/n HausarztIn, sobald du das Medikament anwendest.","Please confirm the following details: - You have been informed that GLP-1 medication can impair the effectiveness of the pill and that we therefore recommend a non-oral method of contraception, such as a condom. More information on contraception, the desire to have children and pregnancy in the info box below.  - You have already tried to reduce your excess weight through a combination of exercise, diet and behavioural changes.  - You have answered all questions truthfully. We accept no liability for any health consequences resulting from incorrect information. INFOBOX: ""Is this treatment safe? The active ingredients Semaglutide, Liraglutide and Tirzepatid have been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately.   -GLP-1 medication such as Wegovy, Saxenda and Mounjaro can reduce the effectiveness of the pill due to delayed gastric emptying, which could lead to an unplanned pregnancy. Therefore, a non-oral contraceptive method such as a condom is recommended for the first 4 weeks and when increasing the dose.    -GLP-1 medication promote weight loss, which can increase fertility. If you are trying to conceive, weight loss may be useful beforehand. However, once you are actively trying to conceive, pregnant or breastfeeding, you should discontinue GLP-1 medication as healthy weight gain is necessary and the effects on the baby are unclear.   In case of side effects or uncertainties, our Doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication. INFOBOX: ""Is this treatment safe? The active ingredients Semaglutide, Liraglutide and Tirzepatid have been investigated in studies and its efficacy has been proven. The drug is generally well tolerated. However, as with any drug, undesirable side effects may occur, including (initial) gastrointestinal discomfort, fatigue or sleep disturbances.   In addition, hypoglycemia may occur during use. Typical symptoms are cold sweat, cool pale skin, headache, fast heartbeat, nausea or weakness. To prevent such symptoms you should always have a glucose with you and take it at the first symptoms.  An occasional side effect is pancreatitis (symptoms are pain or hardening of the upper abdomen, nausea and fever). In this case, a Doctor should be consulted immediately.   -GLP-1 medication such as Wegovy, Saxenda and Mounjaro can reduce the effectiveness of the pill due to delayed gastric emptying, which could lead to an unplanned pregnancy. Therefore, a non-oral contraceptive method such as a condom is recommended for the first 4 weeks and when increasing the dose.    -GLP-1 medication promote weight loss, which can increase fertility. If you are trying to conceive, weight loss may be useful beforehand. However, once you are actively trying to conceive, pregnant or breastfeeding, you should discontinue GLP-1 medication as healthy weight gain is necessary and the effects on the baby are unclear.   In case of side effects or uncertainties, our doctors are there for you. In addition, please inform your family Doctor as soon as you start using the medication.",1,[2869],['Ich verstehe und bestätige.'],['I understand and confirm.'],['Ich verstehe und bestätige.'],1,5
147839,"Bitte trage Deine Größe und Dein Gewicht ein, damit wir Deinen BMI* berechnen und Deine Eignung für eine Gewichtsreduktion durch GLP-1 Medikation  (Wegovy, Saxenda, Mounjaro) prüfen können.","NOTE TO DOCTORS: This is a special Medical Questionnaire and only for patients who are already on GLP-1 medication on our platform, but want to switch to a different GLP-1 product. If the patient has no previous GLP-1 treatment, request should be declined due to the structure of the questionnaire. - QUESTION: Please enter your height and weight so that we can calculate your BMI* and check your suitability for weight loss with GLP-1 medication (Wegovy, Saxenda, Mounjaro).",1,[2870],"['{""bmi"":23.458562375266975,""height"":169,""weight"":67}']",[],[],0,4
147843,Aufgrund Deines BMI bist Du für GLP-1-Medikamente zur Gewichtsreduktion geeignet. Wie lange hast Du schon Gewichtsprobleme?,Your BMI makes you suitable for GLP-1 weight loss medication. How long have you had weight problems? *,1,[2870],['Seit der Kindheit oder Jugend'],['Since childhood or adolescence'],['Seit der Kindheit oder Jugend'],1,16
147845,"Hast Du in der Vergangenheit Medikamente mit dem Wirkstoff Liraglutid, Semaglutid oder Tirzepatid gegen Übergewicht verwendet?","Have you used medications with the active ingredient liraglutide, semaglutide or tirzepatide for obesity in the past?",1,[2870],"['Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren']","['Yes,    I lost more than 4% body weight in 3 months with it']","['Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren']",1,17
