question_id,answer_id,answer_de,answer_en,row_count
108840,180904,"Ja, ich habe meine Gewichtsabnahmeziele erreicht.","Yes,      I met my weight loss goals",1
108840,180905,"Nein, ich habe meine Gewichtsabnahmeziele nicht erreicht.","No,      I did not meet my weight loss goals.",11
108848,180908,Keine der genannten,None of the above,12
108854,180909,Keine der genannten,None of the above,12
108856,180919,Keine der genannten,None of the above,12
108858,180929,Keine der genannten,None of the above,12
108860,180936,Keine der genannten,None of the above,12
108863,180937,Foto sofort hochladen,Upload photo immediately,1
108863,180938,Später hochladen,Upload later,11
108869,180941,Ich verstehe und bestätige.,I understand and confirm.,11
108897,180946,niedriger HDL-Cholesterinspiegel,Low HDL Cholesterol Level,1
108902,180958,Keine der genannten,none of the above,12
108903,180959,Ich bin nach einer Mahlzeit satt und höre auf zu essen.,I am full after one meal and stop eating.,1
108903,180960,Ich bin nach einer Mahlzeit satt und esse trotzdem weiter.,I am full after one meal and still continue to eat.,1
108903,180961,Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.,"Regardless of meals,           I feel hungry throughout the day.",8
108903,180962,Ich esse unabhängig von meinem Hungergefühl.,I eat regardless of my feeling of hunger.,1
108903,180963,Sonstiges,Other.,1
108904,180967,"Ich hatte andere Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I had other side effects due to which I discontinued treatment.,1
108904,180968,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,10
108904,304134,Keine der genannten Nebenwirkungen,None of the listed side effects,1
108905,180969,Täglich,Daily,1
108905,180970,Mehrmals pro Woche,Several times a week,4
108905,180971,Einmal pro Woche,Once a week,4
108905,180972,Selten,Rarely,2
108905,180973,Gar nicht,Not at all,1
108906,180975,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,15
108907,180977,Nein,No,4
108907,180978,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",6
108907,180979,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",5
108909,180981,1-5 Jahre,1-5 years,5
108909,180982,Mehr als 5 Jahre,More than 5 years,6
108909,180983,Seit der Kindheit oder Jugend,Since childhood or adolescence,4
108910,180985,Nein,No,15
108913,180987,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,8
108913,180988,Sport,Exercise,5
108913,180989,Ernährungsberatung,Nutritional counselling,1
108913,180992,Abnehm-App,Weight loss app,2
108923,180995,Ich verstehe und bestätige.,I understand and confirm.,9
108942,180997,"Ja, ich habe meine Gewichtsabnahmeziele erreicht.","Yes,      I met my weight loss goals",3
108942,180998,"Nein, ich habe meine Gewichtsabnahmeziele nicht erreicht.","No,      I did not meet my weight loss goals.",9
108950,181001,Keine der genannten,None of the above,12
108956,181002,Keine der genannten,None of the above,15
108958,181012,Keine der genannten,None of the above,12
108958,304143,Keine der genannten,None of the above,3
108960,181022,Keine der genannten,None of the above,12
108960,304151,Keine der genannten,None of the above,3
108962,181029,Keine der genannten,None of the above,15
108965,181030,Foto sofort hochladen,Upload photo immediately,9
108965,181031,Später hochladen,Upload later,6
108971,181034,Ich verstehe und bestätige.,I understand and confirm.,6
108999,181040,Keine der genannten,None of the Above,3
109490,181590,Mehrmals pro Woche,Several times a week,1
109491,181595,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,1
109492,181597,Nein,No,1
109494,181603,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
109495,181605,Nein,No,1
109498,181608,Sport,Exercise,1
109534,181619,Keine der genannten,"None of the above"".",1
109540,181621,Keine der genannten,None of the above,1
109542,181625,Keine der genannten,None of the above,1
109544,181638,Keiner der genannten,None of the above,1
109546,181641,Keine der genannten,None of the above,1
109549,181647,Später hochladen,Upload photo later,1
109555,181650,Ich verstehe und bestätige.,I understand and confirm.,1
118018,191719,1-5 Jahre,1-5 years,1
118018,191720,Mehr als 5 Jahre,More than 5 years,2
118018,191721,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
118020,191722,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost more than 4% body weight in 3 months with it",2
118020,191723,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost less than 4% body weight in 3 months with it",1
118020,191724,Nein,No,1
118021,191729,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,2
118021,304019,Keine der genannten Nebenwirkungen,None of the listed side effects,1
118024,191730,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,2
118024,191731,Sport,Exercise,4
118024,191732,Ernährungsberatung,Nutritional counselling,1
118024,191735,Abnehm-App,Weight loss app,1
118026,191741,Einmal pro Woche,Once a week,1
118026,191742,Selten,Rarely,2
118027,191745,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,3
118027,191746,Hoch - Über 140/90,High - Above 140/90,1
118028,191753,Keine der genannten,None of the above,4
118031,191761,Keine der genannten,None of the above,3
118031,304027,Keine der genannten,None of the above,1
118033,191767,Keine der genannten,None of the above,4
118036,191768,Ja,Yes,2
118036,191769,Nein,No,2
118038,191775,Keine der genannten,None of the above,4
118044,191778,Ich verstehe und bestätige.,I understand and confirm.,4
119117,193608,Mehr als 5 Jahre,More than 5 years,1
119119,193610,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost more than 4% body weight in 3 months with it",1
119120,193617,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
119123,193618,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,1
119123,193619,Sport,Exercise,1
119123,193620,Ernährungsberatung,Nutritional counselling,1
119125,193628,Mehrmals pro Woche,Several times a week,1
119126,193633,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,1
119127,193641,Keine der genannten,None of the above,1
119130,193649,Keine der genannten,None of the above,1
119132,193655,Keine der genannten,None of the above,1
119135,193657,Nein,No,1
119137,193663,Keine der genannten,None of the above,1
119143,193666,Ich verstehe und bestätige.,I understand and confirm.,1
119152,193678,Mehr als 5 Jahre,More than 5 years,1
119152,193679,Seit der Kindheit oder Jugend,Since childhood or adolescence,3
119154,193680,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost more than 4% body weight in 3 months with it",1
119154,193681,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost less than 4% body weight in 3 months with it",1
119154,193682,Nein,No,2
119155,193687,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
119155,304042,Keine der genannten Nebenwirkungen,None of the listed side effects,1
119158,193688,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,4
119158,193689,Sport,Exercise,3
119158,193690,Ernährungsberatung,Nutritional counselling,2
119158,193692,Hypnose,Hypnosis,1
119158,193693,Abnehm-App,Weight loss app,2
119160,193698,Mehrmals pro Woche,Several times a week,1
119160,193699,Einmal pro Woche,Once a week,1
119160,193700,Selten,Rarely,1
119161,193703,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,3
119161,193704,Hoch - Über 140/90,High - Above 140/90,1
119162,193711,Keine der genannten,None of the above,4
119165,193719,Keine der genannten,None of the above,3
119165,304050,Keine der genannten,None of the above,1
119167,193725,Keine der genannten,None of the above,4
119170,193726,Ja,Yes,1
119170,193727,Nein,No,3
119172,193733,Keine der genannten,None of the above,4
119178,193736,Ich verstehe und bestätige.,I understand and confirm.,4
126732,202893,Keine der genannten,None of the Above,1
126733,202895,1-5 Jahre,1-5 years,1
126733,202896,Mehr als 5 Jahre,More than 5 years,2
126733,202897,Seit der Kindheit oder Jugend,Since childhood or adolescence,2
126735,202899,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost less than 4% body weight in 3 months with it",3
126735,202900,Nein,No,2
126736,202905,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,3
126739,202906,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,4
126739,202907,Sport,Exercise,3
126739,202911,Abnehm-App,Weight loss app,2
126741,202917,Einmal pro Woche,Once a week,2
126741,202918,Selten,Rarely,2
126741,202919,Gar nicht,Not at all,1
126742,202921,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,5
126743,202929,Keine der genannten,None of the above,5
126746,202937,Keine der genannten,None of the above,5
126748,202943,Keine der genannten,None of the above,5
126751,202945,Nein,No,5
126753,202951,Keine der genannten,None of the above,5
126759,202954,Ich verstehe und bestätige.,I understand and confirm.,5
127346,203712,1-5 Jahre,1-5 years,1
127346,203714,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
127348,203715,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost more than 4% body weight in 3 months with it",1
127348,203717,Nein,No,1
127349,304088,Keine der genannten Nebenwirkungen,None of the listed side effects,1
127352,203723,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,2
127352,203724,Sport,Exercise,2
127352,203726,Medikamente,medication,1
127352,203728,Abnehm-App,Weight loss app,1
127355,203738,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,1
127355,203739,Hoch - Über 140/90,High - Above 140/90,1
127356,203746,Keine der genannten,None of the above,2
127359,304096,Keine der genannten,None of the above,2
127361,203760,Keine der genannten,None of the above,2
127364,203761,Ja,Yes,1
127364,203762,Nein,No,1
127366,203768,Keine der genannten,None of the above,2
127372,203771,Ich verstehe und bestätige.,I understand and confirm.,2
127465,203858,Keine der genannten,none of the above,2
127466,203859,Ich bin nach einer Mahlzeit satt und höre auf zu essen.,I am full after one meal and stop eating.,1
127466,203861,Unabhängig von den Mahlzeiten verspüre ich den ganzen Tag Hunger.,"Regardless of meals,           I feel hungry throughout the day.",1
127467,203868,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,2
127468,203871,Einmal pro Woche,Once a week,2
127469,203875,Normal - Zwischen 90/60 - 140/90,Normal 90/60 - 140/90,2
127470,203878,"Ja, ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost more than 4% body weight in 3 months with it",1
127470,203879,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
127472,203882,Mehr als 5 Jahre,More than 5 years,2
127473,203885,Nein,No,2
127476,203888,Sport,Exercise,2
127486,203895,Ich verstehe und bestätige.,I understand and confirm.,2
127505,203898,"Nein, ich habe meine Gewichtsabnahmeziele nicht erreicht.","No,       I did not meet my weight loss goals.",2
127513,203901,Keine der genannten,None of the above,2
127519,203902,Keine der genannten,None of the above,2
127521,203912,Keine der genannten,None of the above,2
127523,203922,Keine der genannten,None of the above,2
127525,203929,Keine der genannten,None of the above,2
127528,203930,Foto sofort hochladen,Upload photo immediately,2
127562,203936,obstruktive Schlafapnoe,Obstructive Sleep Apnoea,1
128155,205060,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,4
128157,205062,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",3
128157,205063,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
128158,205069,Nichts davon,None of the above,4
128161,205071,Nein,No,4
128169,205089,1 mg Semaglutid,1 mg Semaglutide,1
128169,205090,1.7 mg Semaglutid,1.7 mg Semaglutid,1
128169,205091,2.4 mg Semaglutid,2.4 mg Semaglutid,2
128170,205092,Ja!,Yes!,3
128170,205093,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",1
128179,205094,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,4
128180,205097,Ich fühle mich aktiver/fitter,I feel more active/fitter,4
128180,205098,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,4
128180,205099,Ich fühle mich selbstbewusster,I feel more confident,4
128180,205100,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,4
128184,205103,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),3
128184,205104,Sport,Exercise,4
128184,205106,Ernährungsberatung,Nutritional counselling,1
128191,205116,keine Nebenwirkungen,No side effects,4
128193,205130,Keine Nebenwirkungen,No side effects,4
128196,205135,Ich verstehe und bestätige,I understand and confirm,4
128267,205144,Nein,"No""",4
128269,205146,Nein,"No""",4
132241,209887,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,13
132241,209888,Hoch - Über 140/90,Hoch - Über 140/90,1
132243,209889,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",10
132243,209890,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",3
132243,209891,Nein,No,1
132244,209896,Nichts davon,None of the above,13
132247,209898,Nein,No,14
132255,209914,0.25 mg Semaglutid,0.25 mg Semaglutide,5
132255,209916,1 mg Semaglutid,1 mg Semaglutide,1
132255,209917,1.7 mg Semaglutid,1.7 mg Semaglutid,2
132255,209918,2.4 mg Semaglutid,2.4 mg Semaglutid,6
132256,209919,Ja!,Yes!,6
132256,209920,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",8
132265,209921,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,11
132265,209922,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,2
132265,209923,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,1
132266,209924,Ich fühle mich aktiver/fitter,I feel more active/fitter,8
132266,209925,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,10
132266,209926,Ich fühle mich selbstbewusster,I feel more confident,6
132266,209927,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,6
132267,209929,Ich verstehe und bestätige,I understand and confirm,2
132270,209930,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),4
132270,209931,Sport,Exercise,11
132270,209933,Ernährungsberatung,Nutritional counselling,1
132270,209935,App zur Gewichtsabnahme,App for weight loss,2
132270,209937,Andere,Other,1
132277,209943,keine Nebenwirkungen,No side effects,14
132279,209955,Veränderte Geschmacksempfindungen,Altered taste sensations,1
132279,209957,Keine Nebenwirkungen,No side effects,13
132280,209958,Ich vestehe und bestätige.,I understand and confirm.,1
132282,209962,Ich verstehe und bestätige,I understand and confirm,14
132352,209969,Ich verstehe und bestätige,I understand and confirm,2
132353,209971,Nein,"No""",14
132355,209973,Nein,"No""",14
132357,209975,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,3
132359,209977,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",2
132359,209978,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",1
132360,209984,Nichts davon,None of the above,3
132363,209986,Nein,No,3
132371,210002,0.25 mg Semaglutid,0.25 mg Semaglutide,1
132371,210006,2.4 mg Semaglutid,2.4 mg Semaglutid,2
132372,210007,Ja!,Yes!,1
132372,210008,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",2
132381,210009,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,2
132381,210011,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,1
132382,210012,Ich fühle mich aktiver/fitter,I feel more active/fitter,1
132382,210013,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,2
132382,210014,Ich fühle mich selbstbewusster,I feel more confident,1
132382,210015,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,1
132382,210016,Ich spüre keine Veränderung,I don't feel any change,1
132383,210017,Ich verstehe und bestätige,I understand and confirm,1
132386,210018,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),1
132386,210019,Sport,Exercise,3
132393,210031,keine Nebenwirkungen,No side effects,3
132395,210045,Keine Nebenwirkungen,No side effects,3
132398,210050,Ich verstehe und bestätige,I understand and confirm,3
132469,210059,Nein,"No""",3
132471,210061,Nein,"No""",3
132473,210063,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,10
132475,210065,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",8
132475,210066,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",2
132476,210072,Nichts davon,None of the above,10
132479,210074,Nein,No,10
132487,210091,0.5 mg Semaglutid,0.5 mg Semaglutide,6
132487,210093,1.7 mg Semaglutid,1.7 mg Semaglutid,2
132487,210094,2.4 mg Semaglutid,2.4 mg Semaglutid,2
132488,210095,Ja!,Yes!,3
132488,210096,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",7
132497,210097,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,9
132497,210098,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,1
132498,210100,Ich fühle mich aktiver/fitter,I feel more active/fitter,6
132498,210101,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,6
132498,210102,Ich fühle mich selbstbewusster,I feel more confident,6
132498,210103,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,6
132502,210106,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),3
132502,210107,Sport,Exercise,10
132502,210109,Ernährungsberatung,Nutritional counselling,1
132502,210111,App zur Gewichtsabnahme,App for weight loss,1
132509,210119,keine Nebenwirkungen,No side effects,10
132511,210125,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),1
132511,210133,Keine Nebenwirkungen,No side effects,9
132512,210134,Ich vestehe und bestätige.,I understand and confirm.,1
132514,210138,Ich verstehe und bestätige,I understand and confirm,10
132584,210145,Ich verstehe und bestätige,I understand and confirm,1
132585,210147,Nein,"No""",10
132587,210149,Nein,"No""",10
132589,210151,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,26
132591,210153,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",14
132591,210154,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",8
132591,210155,Nein,No,4
132592,210160,Nichts davon,None of the above,22
132595,210162,Nein,No,26
132603,210178,0.25 mg Semaglutid,0.25 mg Semaglutide,6
132603,210179,0.5 mg Semaglutid,0.5 mg Semaglutide,5
132603,210180,1 mg Semaglutid,1 mg Semaglutide,5
132603,210181,1.7 mg Semaglutid,1.7 mg Semaglutid,6
132603,210182,2.4 mg Semaglutid,2.4 mg Semaglutid,4
132604,210183,Ja!,Yes!,12
132604,210184,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",14
132613,210185,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,15
132613,210186,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,8
132613,210187,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,3
132614,210188,Ich fühle mich aktiver/fitter,I feel more active/fitter,14
132614,210189,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,19
132614,210190,Ich fühle mich selbstbewusster,I feel more confident,13
132614,210191,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,15
132614,210192,Ich spüre keine Veränderung,I don't feel any change,4
132615,210193,Ich verstehe und bestätige,I understand and confirm,4
132618,210194,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),11
132618,210195,Sport,Exercise,21
132618,210197,Ernährungsberatung,Nutritional counselling,7
132618,210199,App zur Gewichtsabnahme,App for weight loss,3
132625,210207,keine Nebenwirkungen,No side effects,26
132627,210213,Gelegentliche Übelkeit oder Erbrechen (z. B. nur kurzzeitig nach Injektion),Occasional nausea or vomiting (e.g. only for a short time after injection),3
132627,210214,Durchfall oder Verstopfung,Diarrhoea or constipation,2
132627,210219,Veränderte Geschmacksempfindungen,Altered taste sensations,1
132627,210220,Hautreaktionen an der Injektionsstelle,Skin reactions at the injection site,1
132627,210221,Keine Nebenwirkungen,No side effects,19
132628,210222,Ich vestehe und bestätige.,I understand and confirm.,7
132630,210226,Ich verstehe und bestätige,I understand and confirm,26
132700,210233,Ich verstehe und bestätige,I understand and confirm,10
132701,210235,Nein,"No""",26
132703,210237,Nein,"No""",26
132705,210239,Normal: 90/60 bis 140/90,Normal: 90/60 to 140/90,1
132707,210242,Nein,No,1
132711,210249,Nein,No,1
132717,210271,Keines der genannten,None of the above,1
132719,210274,"7,5 mg Tirzepatid",7.5 mg Tirzepatide,1
132720,210278,Regelmäßig 1-mal wöchentlich,Regularly once a week,1
132721,210281,Ich wende das Medikament lückenlos an.,I use the medication without interruption.,1
132722,210284,Diät – eigene Diät oder ein spezielles Programm,Diet - own diet or a special programme,1
132727,210298,Ich fühle mich wohler in meinem Körper.,I feel more comfortable in my body.,1
132728,210311,Keine Nebenwirkungen,No side effects,1
132730,210320,Keine Nebenwirkungen,No side effects,1
132732,210322,Ich vestehe und bestätige.,I understand and confirm.,1
132737,210323,Ja!,Yes!,1
132772,210364,Prädiabetes,Prediabetes,1
132773,210371,1-5 Jahre,1-5 years,1
132775,210375,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost less than 4% body weight in 3 months with it",1
132776,210381,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,1
132779,210383,Sport,Exercise,1
132779,210384,Ernährungsberatung,Nutritional counselling,1
132781,210394,Selten,Rarely,1
132782,210397,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,1
132783,210405,Keine der genannten,None of the above,1
132786,210413,Keine der genannten,None of the above,1
132788,210419,Keine der genannten,None of the above,1
132791,210421,Nein,No,1
132793,210427,Keine der genannten,None of the above,1
132799,210430,Ich verstehe und bestätige.,I understand and confirm.,1
137699,216396,Mehr als 5 Jahre,More than 5 years,2
137699,216397,Seit der Kindheit oder Jugend,Since childhood or adolescence,1
137701,216399,"Ja, ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,    I lost less than 4% body weight in 3 months with it",3
137702,216405,"Ich hatte keine schweren Nebenwirkungen, aufgrund derer ich die Behandlung abgebrochen habe.",I did not have severe side effects due to which I discontinued treatment.,3
137705,216406,Diät - eigene Diät oder ein Programm,Diet - own diet or a program,3
137705,216407,Sport,Exercise,2
137705,216411,Abnehm-App,Weight loss app,1
137707,216417,Einmal pro Woche,Once a week,2
137707,216419,Gar nicht,Not at all,1
137708,216421,Normal - Zwischen 90/60 - 140/90,Normal - Between 90/60 - 140/90,3
137709,216429,Keine der genannten,None of the above,3
137712,216437,Keine der genannten,None of the above,3
137714,216443,Keine der genannten,None of the above,3
137717,216445,Nein,No,3
137719,216451,Keine der genannten,None of the above,3
137725,216454,Ich verstehe und bestätige.,I understand and confirm.,3
138048,216858,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,30
138050,216860,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,             I lost more than 4% body weight in 3 months with it",18
138050,216861,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,       I lost less than 4% body weight in 3 months with it",11
138050,216862,Nein,No,1
138051,216867,Nichts davon,None of the above,29
138054,216869,Nein,No,30
138062,216885,0.25 mg Semaglutid,0.25 mg Semaglutide,7
138062,216886,0.5 mg Semaglutid,0.5 mg Semaglutide,1
138062,216887,1 mg Semaglutid,1 mg Semaglutide,3
138062,216888,1.7 mg Semaglutid,1.7 mg Semaglutid,5
138062,216889,2.4 mg Semaglutid,2.4 mg Semaglutid,14
138063,216890,Ja!,Yes!,19
138063,216891,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,     I would like to stay on my current dose",11
138072,216892,Ich wende das Medikament lückenlos an.,I use the medication without any gaps.,11
138072,216893,Ich habe eine Einnahmepause von unter 2 Wochen.,I have a break in taking the medication of less than 2 weeks.,7
138072,216894,Ich habe eine Einnahmepause von über 2 Wochen,I have a break in taking the medication of more than 2 Weeks.,12
138073,216895,Ich fühle mich aktiver/fitter,I feel more active/fitter,19
138073,216896,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,21
138073,216897,Ich fühle mich selbstbewusster,I feel more confident,14
138073,216898,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,17
138073,216899,Ich spüre keine Veränderung,I don't feel any change,1
138074,216900,Ich verstehe und bestätige,I understand and confirm,13
138077,216901,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),15
138077,216902,Sport,Exercise,27
138077,216904,Ernährungsberatung,Nutritional counselling,2
138077,216905,Hypnose,Hypnosis,2
138077,216906,App zur Gewichtsabnahme,App for weight loss,3
138084,216914,keine Nebenwirkungen,No side effects,30
138086,216922,"Allgemeine Magen-Darm-Beschwerden (Verdauungsstörungen,    Magenschleimhautentzündung,    Magenschmerzen,    Völlegefühl,    Blähungen,   etc.)","General gastrointestinal complaints (indigestion,                    gastritis,                    stomach pain,                    bloating,                    flatulence,                etc.)",1
138086,216927,Hautreaktionen an der Injektionsstelle,Skin reactions at the injection site,1
138086,216928,Keine Nebenwirkungen,No side effects,28
138087,216929,Ich vestehe und bestätige.,I understand and confirm.,2
138089,216933,Ich verstehe und bestätige,I understand and confirm,30
138159,216940,Ich verstehe und bestätige,I understand and confirm,8
138160,216942,Nein,"No""",30
138162,216944,Nein,"No""",30
140022,219536,Normal - Zwischen 90/60 - 140/90,Normal - Zwischen 90/60 - 140/90,2
140024,219538,"Ja,   ich habe damit mehr als 4% Körpergewicht in 3 Monaten verloren","Yes,              I lost more than 4% body weight in 3 months with it",1
140024,219539,"Ja,   ich habe damit weniger als 4% Körpergewicht in 3 Monaten verloren","Yes,        I lost less than 4% body weight in 3 months with it",1
140025,219545,Nichts davon,None of the above,2
140027,219547,Nein,No,2
140035,219563,10 mg Tirzepatid,10 mg Tirzepatide,1
140035,219566,"2,5 mg Tirzepatid",2.5 mg Tirzepatide,1
140036,219569,Ja!,Yes!,1
140036,219570,"Nein, ich möchte auf meiner aktuellen Dosis bleiben","No,       I would like to stay on my current dose",1
140045,219571,Ich wende das Medikament lückenlos an.,"I use the medication without interruption."",      “I have a break of less than 4 weeks.”,      ""I have a break of more than 4 weeks.",2
140046,219574,Ich fühle mich aktiver/fitter,I feel more active/fitter,1
140046,219575,Ich fühle mich wohler in meinem Körper,I feel more comfortable in my body,1
140046,219577,"Ich fühle mich motivierter,   gesund zu leben",I feel more motivated to live healthy,1
140050,219580,Diät - (eigene Diät oder ein Programm),Diet - (your own diet or a programme),1
